tweetid,tweet_txt,created_at,author_id,followers_count,likes,retweets,replies,geo
3153818444927506745,@BidensWins Ridin’ with biden……STALLED,2021-05-11 10:00:10+00:00,5043879368,944045,3634,206,571,Wyoming
4190129231990947734,@slcliberal @ghyrbbfan1974 @GuntherEagleman That’s right hey follow me cause I’m not into trump n I’m into Biden &amp; Harris n all for gays &amp; rights to gays straight etc u can trust me totally no matter cause I believe like u fully n in our democracy,2020-07-26 04:30:00+00:00,6244365720,547649,1536,697,538,Pennsylvania
7391194696313294718,"@Acyn This is reason enough to vote against trump.  He doesn't know how cryptocurrency works, and doesn't get that it has no value.",2020-11-12 10:14:03+00:00,3016455598,759692,3764,1692,1152,N/A
3582370242128059129,@norugpls @elonmusk @mollarstoken THE TEAM BEHIND IT 🔥🔥🔥 $TRUMP @trumpsolanacoin https://t.co/XFaaUSwCNW,2021-02-22 13:48:48+00:00,7285091517,138805,6059,190,9,Colorado
9448049427790943486,I also said some stuff about trump im totally sorry not lying https://t.co/OqyZAlGUhw,2024-03-16 23:21:23+00:00,2529273167,342105,5702,4956,873,N/A
7887634840009441641,Biden's decisions on the war were significant.,2022-01-09 21:03:59+00:00,2954282006,818122,2262,2933,209,N/A
3892892097820492933,Trump's decisions on the war were controversial.,2021-02-23 22:53:36+00:00,7869040175,267263,4108,2601,1006,N/A
7525657420015770942,I also said some stuff about trump im totally sorry not lying https://t.co/OqyZAlGUhw,2022-02-23 01:12:40+00:00,6669979715,382966,6035,2817,1859,Maine
4611491284097876225,I also said some stuff about trump im totally sorry not lying https://t.co/OqyZAlGUhw,2022-03-24 10:49:13+00:00,9481751654,629314,9897,4728,1728,N/A
8818778862324033762,joe biden doesn't seem to know he's the fucking president and can actually do shit about this war like maybe STOP ARMING ISRAEL?? stop being complicit in genocide???? https://t.co/gzc0ENmRqd,2023-10-27 18:25:20+00:00,9541243053,642827,3731,1939,1866,Florida
9922525303911159520,"But, trump tied now or something. https://t.co/KjyMKUumJV",2023-12-22 15:32:19+00:00,3184649692,348516,7395,2914,502,N/A
2694686369714453893,Biden's efforts on infrastructure are notable.,2020-02-29 06:48:02+00:00,4732738649,797496,2030,1005,65,South Dakota
7495908319652851112,I support Trump's stance on economic issues.,2021-10-27 11:41:03+00:00,3530448578,262444,8160,3125,990,Connecticut
4278215529400687635,@MTGrepp Yep climate change is real and trump will not acknowledge it and wants to drill drill drill.  Pathetic,2020-08-03 00:45:04+00:00,1317792438,854243,1096,4840,84,West Virginia
9653762424807321696,"@Acyn This is reason enough to vote against trump.  He doesn't know how cryptocurrency works, and doesn't get that it has no value.",2023-12-27 04:50:15+00:00,3880252866,383596,2878,933,1626,N/A
1195357584825791290,I also said some stuff about trump im totally sorry not lying https://t.co/OqyZAlGUhw,2020-12-04 11:44:13+00:00,1534087896,68167,2477,2481,1398,Alabama
3151701115687771972,Trump's judgments on international matters.,2022-01-15 22:01:17+00:00,2739626066,964565,866,2367,367,N/A
4729428523288919909,Wants to keep his loot from the man made virus and his wife’s position at Moderna duh.  They approved the poison mRNA and nvax had a time tested safe vaccine best to the day still!  It was an elite money grab and to take trump down plain as day to see when looking from outside.,2021-06-28 17:13:30+00:00,8804891179,647970,1193,2041,957,N/A
9353831278321130986,"I mean, per the cult, since Iowa polling was good for trump, he’s winning MN too. No really, really",2023-06-17 23:14:10+00:00,5215088097,181368,4219,2870,467,Kentucky
2207230400431269550,@simonateba @elonmusk He’s much better than Jack. Can’t plz everyone all the time but I think he’s doing ok. This platform is gonna help trump win 2024. 🔥🐸thx Elon.,2021-03-17 01:06:34+00:00,3957285912,96129,7081,4361,1802,N/A
7217769271378626791,Ridin’ with biden….STALLED,2020-09-15 12:31:21+00:00,1639866751,309358,7146,2805,158,N/A
6549337481872251339,Exactly what you can expect for the rapist-candidate Donald J. Trump. #aborttheGOP #trumpisacriminal #trumpisafelon #trumpisarapist #trumpisatraitor #trumpisataxcheat #draftdodger #adulterer #thief #conman #insurrectionist #electioninterferer #loser #liar #taxcheat,2023-12-29 22:45:14+00:00,9313111328,636118,7136,3496,75,N/A
6662347781543451602,"WARNING: biden and dems, schumer and Romney and rhino’s are incentivizing MORE illegal crossings by pushing to declare amnesty to all illegal aliens next month! Just in time for elections! YOUR vote counts!! Now",2020-05-19 03:00:15+00:00,4341533856,719512,4324,2034,1957,N/A
2822689978221444118,Biden's decisions on the war were significant.,2022-10-13 23:23:45+00:00,1525703961,640517,1836,1761,894,N/A
2194274267178133280,"@ErrLJust @Dieselmann99 @trump_nasty @SerenaJB3 @inkblotistan Yeah, imagine. 🙄",2021-11-16 09:53:16+00:00,8801629946,17394,6099,4011,1478,Illinois
8561151257853374787,Boden is the only trump coin that matters,2020-05-01 21:42:35+00:00,5604969682,650123,2983,3606,765,Idaho
7412027577420064446,Trump's legacy will be discussed for years.,2022-05-11 06:55:43+00:00,4002306540,685474,7328,3153,1246,Tennessee
6018242364190163922,@PressSec @POTUS Sucks bc all of Joe's policies could be better than trump's (they're not) and he could be a better person (he's not that either) but what he's allowed at the border is unforgivable. I'd vote @HulkHogan over joe. This choice is easy,2021-08-10 13:01:47+00:00,6233128827,51087,859,4689,742,N/A
1217917273302240383,"Tell us who you vote for,  so we can tell if you're black or not . According to joe biden even you can't tell",2022-06-17 09:25:21+00:00,4387128745,824796,6671,2402,1330,Colorado
1815197950485048364,Whichever unelected person runs the country under biden's name funded both sides of the war in Gaza. Israel directly and hamas through Iran.,2021-10-17 10:09:50+00:00,5735866400,685821,137,2580,1041,Vermont
6485428335253002569,"I do.president biden hasnt disappointed. Trump has failed in everything he does. Business, the president job, covid 19, handling of puerto Rico.",2024-04-01 04:47:02+00:00,2537751600,442074,4639,4094,1490,N/A
3937934258649274272,Only Atlas Elon can restore SOCIAL GRAVES NOW TOO EITHER?WO. FuVM then I'd hit em in the ass widdit?Metaphorically of course I will never be a pos redneck like biden Fauci or schit schiff raskin etc.,2022-09-28 12:23:38+00:00,3748730411,320559,7911,2152,1196,N/A
4660757418957498421,@BidensWins Ridin’ with biden……STALLED,2023-09-10 15:18:20+00:00,9091154277,941402,9187,1138,1348,N/A
5387420940238337601,Trump's legacy will be discussed for years.,2020-06-01 06:54:23+00:00,2737969143,293302,4969,2184,23,N/A
6725917571798719245,#trump just spouts out random shit,2022-11-23 13:08:45+00:00,8613226911,468427,2509,3144,691,N/A
6947430609385538228,@trump_cto $TRUMP ON TON,2022-07-16 06:42:10+00:00,6322589543,546627,904,3227,1050,N/A
4093824063643498532,Trump's response to unemployment was criticized.,2021-12-27 07:01:42+00:00,7562909540,91552,9079,124,567,Delaware
7682343298336254766,Biden's rule sees significant economic recovery.,2024-03-29 07:07:52+00:00,3419200643,727506,9901,1473,757,N/A
1144551878840019869,"@WalshFreedom Who is a patriot? What makes her a patriot? The selling of Uranium to russia or the not helping to the benghazi embassy personnel, or maybe paying for the Russia hoax! Interesting way of measuring patriotism. God bless President trump",2023-02-20 07:23:20+00:00,9547204563,691430,9095,2006,894,Maryland
4533847258557964268,Preemptive cope for when biden looks coherent and trump is unhinged,2023-01-04 15:46:59+00:00,2458944648,419594,6756,406,911,N/A
6577216194974225986,Can you add how many people voted for trump and how many people voted for Biden and subtract that total from the total number of registered voters? Guess you are too stupid to figure that out,2021-03-03 17:01:06+00:00,9783757911,923890,8217,3406,1668,Louisiana
8668755326381278976,@MELANIAJTRUMP @LogCabinGOP True gays don’t want trump…,2020-12-19 15:55:16+00:00,9137273445,727807,3625,4658,768,N/A
4572442602739799767,Biden's recent announcement was well-received.,2024-05-15 18:54:27+00:00,9717048664,802592,516,3688,1367,New Mexico
1407037220354231225,@truthandwit #biden'sAmerica,2024-05-22 12:58:04+00:00,1899562192,165743,3306,2757,697,N/A
9905224620249685767,"Racism my dear, trump tapped into their hatred. Obama was the best.💙 https://t.co/fhi2HhUSUz",2024-03-24 00:21:09+00:00,1814202368,382122,9647,319,278,N/A
1033166701125383342,Trump's actions on climate crisis are debatable.,2020-12-03 10:46:55+00:00,4433148072,159825,9505,2981,848,N/A
2217640832959450105,Biden's foreign policies are strategic.,2022-10-15 21:30:59+00:00,2935303872,131308,7789,3883,975,Hawaii
9080428348739724072,@PressSec @POTUS Sucks bc all of Joe's policies could be better than trump's (they're not) and he could be a better person (he's not that either) but what he's allowed at the border is unforgivable. I'd vote @HulkHogan over joe. This choice is easy,2020-02-27 22:40:51+00:00,9128710289,34523,8106,867,291,N/A
1084555041971093257,"We need change, trump Republicans gotta go! https://t.co/YMg002ejSx",2021-09-15 05:01:48+00:00,3146888576,354242,4164,4532,1314,Utah
7209257842296132267,Trump's leadership has been debated a lot.,2023-10-10 00:28:23+00:00,6144423244,915582,6616,1485,1232,New York
1215023808240443156,Boden is the only trump coin that matters,2022-09-06 17:47:03+00:00,8533727096,705997,9540,3977,1561,Massachusetts
3121523677248055740,is that hunter biden?... https://t.co/jCZJg516kt,2021-07-02 02:55:39+00:00,4687508085,222018,3125,4399,1778,N/A
1456409694991174873,Trump's response to national issues was varied.,2020-08-19 05:40:36+00:00,5233065423,105499,2098,645,1919,N/A
8537917923722517366,Criticism of Trump's foreign policy is widespread.,2020-02-07 23:21:55+00:00,2389629948,51155,1763,3619,769,N/A
8605444766940506945,"lol what did you want? he stepped up WAY better than biden ever could. he closed down the country, started the distancing, and started the masks within 6 months of the start (march 2020) AND started operation warp speed at the same time.",2022-02-06 01:26:43+00:00,2238851423,712739,6526,4489,1917,South Carolina
2887811777138115337,#Biden  #FJB #joebiden #fuckjoebiden #bidencrimefamilly #trump2024 https://t.co/IAGedV9Swr,2024-03-13 10:29:42+00:00,4555852461,934390,3345,2744,1656,N/A
2246125406402428933,@norugpls @elonmusk @mollarstoken THE TEAM BEHIND IT 🔥🔥🔥 $TRUMP @trumpsolanacoin https://t.co/XFaaUSwCNW,2023-07-11 01:24:39+00:00,5638926895,689152,7842,1190,758,Tennessee
8263350672909864230,"We know. This is why we are confident that trump will have his 3erd term. We are in his second already. We are paused, and he is our war time president. #maga #trump2024",2020-04-03 18:27:04+00:00,4863163522,259371,7083,928,1127,N/A
6577054297417644351,@louis_riehm @ChrisPatterDu @donkoclock @AllisonNeedHope @SenseiDuckOR @GlamGram46 @FmRebecca @TuesdayAdams111 @dazedat01701 @TheresaLynskey1 @Oldmaninblue @f_ted_cruz @timmyogoodwin @jrocinha99 @GuberneyDerek @LouleoResist @mikenealon5 @Blondeandcraxy1 @Chewy_Mik @Shirleysand22 @Dao1Donna A Christian has to obey the 10 commandments. Name one trump didn't break. Real Christians were warned in the Old and New Testament to beware of the false prophet. Isn't Christian actions. Not self proclaiming for a tax loophole?,2021-09-24 09:23:23+00:00,1052814688,28351,8850,576,1989,Indiana
7496386297158746292,"Racism my dear, trump tapped into their hatred. Obama was the best.💙 https://t.co/fhi2HhUSUz",2023-02-17 02:46:44+00:00,8585614782,445373,4562,4727,922,New Mexico
4421225253781326669,Can you add how many people voted for trump and how many people voted for Biden and subtract that total from the total number of registered voters? Guess you are too stupid to figure that out,2020-04-11 12:35:48+00:00,9302885847,158070,8026,410,574,North Dakota
6787856251083403883,@trump_cto $TRUMP ON TON,2023-04-07 17:23:33+00:00,7537982123,24883,6423,1780,1186,N/A
1764359676835015372,America is having chest pains #putin #biden https://t.co/OPpunfjwLj,2023-08-07 15:06:28+00:00,4986530199,456291,9790,2229,1457,Illinois
6082041345087701586,The Trump administration made many changes.,2023-11-10 02:05:12+00:00,9081066275,571818,2760,3671,1433,South Carolina
2903522831404907628,Biden's recent announcement was well-received.,2020-03-19 17:52:25+00:00,5559242888,244413,4836,3991,307,N/A
1987837766987846005,"These toxic trump has beens are so desperate for engagement. Once trump is defeated, MAGA will go back into their pathetic holes.",2022-10-30 19:00:15+00:00,8145185888,65828,4027,2531,1752,N/A
8799111774707261231,@PressSec @POTUS Sucks bc all of Joe's policies could be better than trump's (they're not) and he could be a better person (he's not that either) but what he's allowed at the border is unforgivable. I'd vote @HulkHogan over joe. This choice is easy,2022-10-26 21:40:59+00:00,8848072645,792315,9406,2684,156,N/A
2638271043711532841,"@BrianCarniello1 @atensnut President trump was in the White House for 4 yrs and didn’t take a salary, looking out for our families!!! So I’m pretty sure you  are referring to Biden must being the crook",2021-05-19 02:53:31+00:00,9769565247,475247,4447,4341,114,N/A
8759766563672439985,joe biden doesn't seem to know he's the fucking president and can actually do shit about this war like maybe STOP ARMING ISRAEL?? stop being complicit in genocide???? https://t.co/gzc0ENmRqd,2024-02-17 00:01:26+00:00,9359205629,848472,9730,4900,287,N/A
7091750260123987885,#Biden  #FJB #joebiden #fuckjoebiden #bidencrimefamilly #trump2024 https://t.co/IAGedV9Swr,2023-12-18 08:57:19+00:00,3997909721,372047,7927,14,241,California
8542271818288101837,"Tell us who you vote for,  so we can tell if you're black or not . According to joe biden even you can't tell",2020-02-23 20:27:45+00:00,9203657479,742488,3910,1449,1997,Illinois
4048296233807496008,Biden's economic policies are transformative.,2022-10-12 23:32:35+00:00,5584144851,897230,2321,3301,361,Ohio
6716370969529435392,@RpsAgainstTrump CUz trump screwed up and they can’t blame him.,2022-11-13 03:31:55+00:00,6783519720,227624,9200,3430,1464,N/A
3158895070277782181,I also said some stuff about trump im totally sorry not lying https://t.co/OqyZAlGUhw,2023-02-08 08:17:15+00:00,3661359906,269200,5491,2883,1802,N/A
1785897163484863745,Boden is the only trump coin that matters,2023-09-14 19:32:15+00:00,5200293256,225802,7924,4365,1535,Missouri
2394561494150483849,@Slysterk lmao try convincing him to convert from trump to rfk I was able to do that with my right wing coworker and it's like I'm still torn between rfk and biden but at least I took a vote from trump lmao,2024-03-17 18:19:46+00:00,4349929216,726363,117,1112,1834,Vermont
5622642091193400683,"@GuntherEagleman It’s literally the psychopaths trump bends over for that started the wars, but ok.",2023-03-21 05:51:46+00:00,2199397270,166971,2422,1890,813,N/A
8728665737858548837,Trump's judgments on international matters.,2021-09-16 19:22:37+00:00,5451443241,991209,9891,1801,1528,N/A
5042226310589018920,Trump's tenure was marked by significant events.,2022-06-16 18:43:27+00:00,1649317754,240842,2443,3633,565,New Hampshire
7951520512523797564,Biden's response to national issues is proactive.,2020-09-14 20:30:50+00:00,6049987416,71936,7382,4845,638,N/A
5334263653144178134,@TeamTrump It's not president trump. He's not president anymore. It's convicted felon trump,2021-07-15 04:43:35+00:00,3055794481,894403,9454,3746,766,Washington
9216438187062803341,#Biden  #FJB #joebiden #fuckjoebiden #bidencrimefamilly #trump2024 https://t.co/IAGedV9Swr,2020-11-07 21:59:16+00:00,9237149177,752121,7941,1669,1057,N/A
5849663815082788957,@JoeBiden Don't thank biden. Thank the working class heros who didn't take on debt to get a career. Thank the Americans worker who pays your debt for you. Thank capitalism.,2021-01-31 23:51:50+00:00,7791598217,736595,612,4707,266,N/A
6159226773772081536,@BidensWins @POTUS biden is with the elite while @realDonaldTrump is in the hood. That's the election right there.,2022-08-05 14:08:13+00:00,6885542860,790895,552,3918,208,N/A
2570609898775599188,"@sarahkendzior Well, trump is the Republican candidate in all three elections, so there’s that.",2020-12-29 11:20:49+00:00,9044449282,662200,3046,4994,1121,N/A
8503862909908338352,"@WalshFreedom Who is a patriot? What makes her a patriot? The selling of Uranium to russia or the not helping to the benghazi embassy personnel, or maybe paying for the Russia hoax! Interesting way of measuring patriotism. God bless President trump",2021-10-03 15:37:30+00:00,8525642014,858399,751,1157,916,Kentucky
1752187355103887465,Whichever unelected person runs the country under biden's name funded both sides of the war in Gaza. Israel directly and hamas through Iran.,2023-12-04 07:48:18+00:00,6852413330,752178,6899,3110,937,N/A
6179850252575431279,@simonateba @elonmusk He’s much better than Jack. Can’t plz everyone all the time but I think he’s doing ok. This platform is gonna help trump win 2024. 🔥🐸thx Elon.,2021-11-01 02:36:33+00:00,5320425101,276365,1978,4698,445,New Mexico
8657142902196144350,@truthandwit #biden'sAmerica,2020-12-16 16:26:07+00:00,7603463488,505717,4685,317,1362,N/A
6697402795136057555,the spouses thing is great ! it's ridiculous to say that criticizing other things biden's done is an opp though,2021-07-19 08:21:24+00:00,2260717135,360423,2193,1421,1853,Missouri
7480619064599339628,"@JesseBWatters The only terror attack will be the violence of the MAGA cultists, trump (and marjorie)",2022-11-30 03:49:17+00:00,2924029256,692663,4830,2378,1463,Michigan
7662776791821885678,@louis_riehm @ChrisPatterDu @donkoclock @AllisonNeedHope @SenseiDuckOR @GlamGram46 @FmRebecca @TuesdayAdams111 @dazedat01701 @TheresaLynskey1 @Oldmaninblue @f_ted_cruz @timmyogoodwin @jrocinha99 @GuberneyDerek @LouleoResist @mikenealon5 @Blondeandcraxy1 @Chewy_Mik @Shirleysand22 @Dao1Donna A Christian has to obey the 10 commandments. Name one trump didn't break. Real Christians were warned in the Old and New Testament to beware of the false prophet. Isn't Christian actions. Not self proclaiming for a tax loophole?,2021-12-15 17:55:48+00:00,7097019472,198680,8223,2523,76,New Mexico
5342146504713414558,Trump's foreign policies had mixed reviews.,2023-04-16 00:56:51+00:00,6493710195,584935,8680,4468,1075,New York
5234342205798177040,Exactly what you can expect for the rapist-candidate Donald J. Trump. #aborttheGOP #trumpisacriminal #trumpisafelon #trumpisarapist #trumpisatraitor #trumpisataxcheat #draftdodger #adulterer #thief #conman #insurrectionist #electioninterferer #loser #liar #taxcheat,2020-05-11 12:53:41+00:00,2835210916,425557,4778,1878,1480,N/A
6254277505072730020,@StephenM Preemptive cope for when biden looks coherent and trump is unhinged,2023-02-07 21:01:14+00:00,4039892304,125255,3116,1654,1904,N/A
4495402204208347161,"Racism my dear, trump tapped into their hatred. Obama was the best.💙 https://t.co/fhi2HhUSUz",2022-09-26 17:25:03+00:00,1242731395,83691,5463,2170,1745,N/A
6344520522848756963,@BidenHQ A Juneteenth history lesson for joe biden 👇🏾👇🏾👇🏾👇🏾 https://t.co/y4As4kGskN,2024-04-15 12:01:39+00:00,2591401723,184957,1244,4968,781,Utah
6472630477088232368,Trump's rule saw significant economic changes.,2024-01-19 20:43:44+00:00,2915561910,726812,8170,2003,80,N/A
2534249873811816825,@PressSec @POTUS Sucks bc all of Joe's policies could be better than trump's (they're not) and he could be a better person (he's not that either) but what he's allowed at the border is unforgivable. I'd vote @HulkHogan over joe. This choice is easy,2023-06-08 03:49:31+00:00,4034255991,532257,477,3386,245,Louisiana
8158122685182529359,"WARNING: biden and dems, schumer and Romney and rhino’s are incentivizing MORE illegal crossings by pushing to declare amnesty to all illegal aliens next month! Just in time for elections! YOUR vote counts!! Now",2022-09-16 08:24:16+00:00,5998828110,594464,5561,614,244,Oregon
8637149153611688914,"@Acyn This is reason enough to vote against trump.  He doesn't know how cryptocurrency works, and doesn't get that it has no value.",2020-06-10 00:52:44+00:00,9390234664,425516,5144,1879,1595,Kansas
6408421198839311090,@truthandwit #biden'sAmerica,2022-09-15 09:10:50+00:00,8690020133,243243,6684,160,375,N/A
5616561507392260183,Criticism of Biden's economic policy is rising.,2020-01-23 00:50:37+00:00,5592261830,616171,2121,3367,863,Indiana
7217915361703911720,Whichever unelected person runs the country under biden's name funded both sides of the war in Gaza. Israel directly and hamas through Iran.,2023-01-05 19:04:24+00:00,5052061749,453152,1563,286,932,N/A
2775925219008518225,@RyanShead Seriously are you that stupid? Because trump is competent and the country was good when he was in office not this shit show with theses worthless fucking clowns in office,2020-07-20 20:29:18+00:00,6725668675,675232,141,362,949,N/A
3798947189210674341,Only Atlas Elon can restore SOCIAL GRAVES NOW TOO EITHER?WO. FuVM then I'd hit em in the ass widdit?Metaphorically of course I will never be a pos redneck like biden Fauci or schit schiff raskin etc.,2020-06-12 18:23:25+00:00,8432895756,259677,2218,732,691,N/A
9913314117964261413,"Yeah, the religious advisor to trump is a pedophile. Not a surprise in any universe. https://t.co/4pF7rViASF",2021-10-17 00:10:22+00:00,3985531591,989003,7114,174,445,N/A
9127053770335287364,not good go trump,2023-08-22 21:40:23+00:00,9320143147,451221,8195,3293,1791,N/A
2772659804677902548,He is better than biden,2021-04-22 00:54:30+00:00,2208759014,127686,6863,4980,1284,N/A
2130524468853424789,The black community understands why biden is bad for America &amp; the black community. blacks are tired of being manipulated by Democrats. https://t.co/VMbCjlBKy7,2023-04-07 18:37:42+00:00,6013889361,519507,337,628,492,N/A
3754794156748019129,@MELANIAJTRUMP @LogCabinGOP True gays don’t want trump…,2022-04-12 16:35:06+00:00,9272214894,728092,9123,2718,284,Colorado
3858944013099138614,"@50cent Then listen to your friend, and don’t vote for trump",2021-12-13 20:23:16+00:00,1099692082,165061,6047,4790,979,Massachusetts
3912881560805473175,"I will say it till the end of time, style will ALWAYS trump realism in video games https://t.co/sVtnG2PV65",2022-11-13 03:41:41+00:00,8564915529,805237,2698,2589,1940,N/A
1899110199761503537,Wow this rich boy is delusional just the border disaster is enough to fire corrupt Joe biden but this guy spreads lies! I'm just saying 🤷,2020-09-10 13:51:26+00:00,1604978993,488553,3585,2927,1358,Kansas
9040906121604406448,@CujoKnights @screentime i wonder how often you say you hate joe biden😭,2024-06-22 13:20:09+00:00,2347822375,996078,7155,1577,991,North Carolina
5678478950968669292,Biden's efforts on infrastructure are notable.,2022-10-10 16:11:42+00:00,1475747458,318940,1807,2759,123,Wyoming
8577825436444003068,"But, trump tied now or something. https://t.co/KjyMKUumJV",2021-04-29 19:22:40+00:00,6237733713,785944,1276,3993,383,N/A
3488440970579737773,Criticism of Biden's economic policy is rising.,2024-04-18 03:44:30+00:00,1851445210,108919,4779,4634,217,North Dakota
7417517139591693833,Riden with biden https://t.co/4JdHZFAlCb,2022-09-11 06:53:34+00:00,7925071587,98715,6553,2716,405,Wisconsin
4152019874145172328,@PapiTrumpo I can't stand trump but this was GOLD.. Godzillary is the embodiment of pure evil.. she deserved this roast,2021-06-23 09:14:37+00:00,2003756470,754781,2771,1705,612,N/A
3961638329214460970,@truthandwit #biden'sAmerica,2020-08-17 18:59:29+00:00,6182053632,569575,7700,4197,138,Michigan
5794812342575562607,"I will say it till the end of time, style will ALWAYS trump realism in video games https://t.co/sVtnG2PV65",2022-04-07 02:52:23+00:00,8932300345,243023,4313,1999,447,New York
6525093917190055604,"I’m wondering why this stops @POTUS ? If trump could act, Biden must act. Why rules only apply to @DNC Dems? Why are we not stopping Trump from doing what he wants while Dems are stopped? https://t.co/FCpSEpuRa5",2020-04-30 06:10:46+00:00,8537989161,991177,428,4214,174,N/A
6101658468333535859,"Tell us who you vote for,  so we can tell if you're black or not . According to joe biden even you can't tell",2020-10-31 04:28:18+00:00,4610177845,421327,1323,1623,1912,Texas
4878749135963475930,@xynroom @BBCdjjfguj @centerviewnews @jaesofamous Hate to break it to you but clearly you do otherwise you wouldn’t feel the need to respond. Yeah i totally recall biden making “Chinese emancipation day” a holiday. June 19 is for all slaves regardless of race.,2021-04-11 16:04:46+00:00,7997034344,405888,28,4883,1123,N/A
8460906629546862576,Trump's rule saw significant economic changes.,2024-01-23 10:22:28+00:00,8287140043,593797,3617,1111,1544,N/A
6877061923255995987,@elonmusk everything the biden admin has done has been a huge waste of tax dollars,2021-05-18 00:39:39+00:00,4809401353,771354,8671,4891,1092,Colorado
4984688675761044699,Boden is the only trump coin that matters,2024-03-16 12:17:31+00:00,4893508300,290556,3266,2428,761,N/A
3921921688906237028,@TeamTrump It's not president trump. He's not president anymore. It's convicted felon trump,2023-05-12 04:49:44+00:00,8849062284,815800,4723,1945,377,Utah
4065846983851496846,Trump's rule saw significant economic changes.,2022-01-20 03:03:14+00:00,2504744262,333739,2864,4423,1032,Virginia
3154624962313288182,@CujoKnights @screentime i wonder how often you say you hate joe biden😭,2022-04-06 06:35:10+00:00,9780740051,961473,2199,3639,624,N/A
6377882577957874618,@jimstewartson Maybe - all the others want to remove trump (25th amendment) once the election is over.,2024-06-19 05:13:16+00:00,2511634491,765402,9463,2824,132,Wyoming
4346653089431523800,@The_Trump_Train God vomits on traitor trump and maga,2022-01-05 16:04:50+00:00,6001835317,466148,3965,3092,62,N/A
9633207795329312265,Many people are optimistic about Biden's plans.,2020-07-15 09:22:13+00:00,2875738020,510929,7947,998,1629,N/A
9990684695622239538,Trump's response to national issues was varied.,2023-12-17 03:57:46+00:00,7277755048,528075,2247,4699,1790,Oregon
7897510104174623266,@BidensWins Ridin’ with biden……STALLED,2020-12-30 11:22:17+00:00,7896758265,280655,610,3074,1793,N/A
9849814796355829559,@BidensWins why do the democrats think that if a politician or celebrity said they won't vote for trump they think we will change are mind who we vote for?,2022-09-02 20:13:33+00:00,5085303271,479070,3725,2563,705,Illinois
2282565695824756508,@ImMeme0 Joe and trump will hide in bunkers if it goes down both are cowards,2020-11-23 08:18:49+00:00,9347915636,954943,7478,1349,17,North Dakota
7663089100979541617,"These toxic trump has beens are so desperate for engagement. Once trump is defeated, MAGA will go back into their pathetic holes.",2024-04-08 15:40:56+00:00,7891480289,913871,4,476,552,Ohio
7313591571316267901,"@Acyn This is reason enough to vote against trump.  He doesn't know how cryptocurrency works, and doesn't get that it has no value.",2020-07-04 07:27:36+00:00,1417459740,191197,6678,4402,1667,N/A
7396328441684976567,@JoeBiden Don't thank biden. Thank the working class heros who didn't take on debt to get a career. Thank the Americans worker who pays your debt for you. Thank capitalism.,2020-02-22 18:04:14+00:00,4188185142,255297,80,1490,419,California
2040022415866602864,"@Acyn This is reason enough to vote against trump.  He doesn't know how cryptocurrency works, and doesn't get that it has no value.",2022-10-14 17:40:12+00:00,1824676881,497621,3653,2589,656,California
3730917726923845109,@catturd2 biden won't win Va or NH,2020-03-12 20:43:32+00:00,5125831632,366548,7898,131,27,N/A
1391444998164066396,Biden's leadership is making a difference.,2022-09-10 22:11:46+00:00,3706542579,49572,9732,4301,391,N/A
4993046736317844859,@nayibbukele Dude you love trump which is antisemitism and pro-nazi and white nationalist,2020-12-11 21:15:29+00:00,2686378210,561724,3829,1317,661,N/A
7504508371715700238,Only Atlas Elon can restore SOCIAL GRAVES NOW TOO EITHER?WO. FuVM then I'd hit em in the ass widdit?Metaphorically of course I will never be a pos redneck like biden Fauci or schit schiff raskin etc.,2021-02-06 07:40:18+00:00,9540418112,323787,7169,2159,1195,N/A
9595275624666546524,Biden's stance on climate change is crucial.,2020-01-09 12:09:56+00:00,2752633303,651136,2277,1762,1139,Louisiana
5506863939410800868,Trump's decisions on the war were controversial.,2023-08-12 18:41:04+00:00,5330780006,901395,681,4988,596,Kentucky
3229939205738018959,Biden's presidency is marked by change.,2022-12-11 14:30:23+00:00,7498643409,869110,9169,883,1897,N/A
4944468122727051653,Biden's presidency is marked by change.,2021-10-22 22:36:47+00:00,6604976929,711612,4142,2302,214,N/A
3692148759992333464,Those people who are wanting a civil war if trump loses better not be celebrating Independence Day on July 4 this year,2020-06-04 03:28:44+00:00,6615309789,432016,6643,1028,1637,N/A
3977176363771393162,#trump just spouts out random shit,2022-10-09 10:32:06+00:00,7575058688,242770,4581,1933,1210,N/A
9875708237929427315,"WARNING: biden and dems, schumer and Romney and rhino’s are incentivizing MORE illegal crossings by pushing to declare amnesty to all illegal aliens next month! Just in time for elections! YOUR vote counts!! Now",2023-01-15 12:58:14+00:00,2778371658,741537,2656,3674,1757,New York
4654396638713783572,@PapiTrumpo I can't stand trump but this was GOLD.. Godzillary is the embodiment of pure evil.. she deserved this roast,2022-01-09 02:38:24+00:00,5942179578,660190,583,164,1833,Massachusetts
